event_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
FLASH_0120,0.31712553,0.14649232,-0.85216063,-0.13087063,-1.515769,-1.381784,0.4958809,-1.4523125,-1.6516787,0.26990965,-0.018341357,-0.609271,1.5926565,1.3150231,1.4613141,0.34274644,-1.1912208,-0.50484383,0.17466387,-0.5093698,0.36830056,-0.8369063,-0.9348945,0.48059607,-0.51704854,-1.5953709,-0.9145469,0.115023956,0.25413048,-0.38004756,0.25750336,0.480468,1.7469105,0.38228518,0.9339592,-1.1895219,0.6741004,0.84580094,-0.099541515,-0.39335123,-0.4224269,0.20564695,-0.18191275,0.106546216,0.59818745,-1.0467513,0.9902764,-1.47932,1.2537354,1.2677263,-1.0374967,0.68445176,-0.7642319,0.5994676,-0.35088292,-1.1472872,-2.046906,0.4943953,0.53842425,0.84018934,0.0746495,0.25288665,0.98203576,1.102812,0.008834383,-0.0062175635,0.9827646,-1.2274821,0.22000775,0.8281063,-0.5159948,1.4941825,-0.6772185,-1.6610796,-0.59249294,0.8768406,-0.12783785,-1.133066,-0.29383513,0.60879517,-0.28567913,-0.14906888,0.63927513,1.1994913,-0.2979664,-1.542181,1.5429974,0.96952933,-0.2922156,0.6169205,-0.6828634,0.021067569,1.7053409,-0.6892522,-0.96810853,-1.4436367,-0.59779906,0.86675626,-0.50861484,-0.8681894,0.3717356,1.6096197,1.0187433,-0.19852789,-0.39805433,-0.5206535,0.90753937,0.28742394,2.5499601,0.9195874,-0.39315775,0.6603213,0.8863749,0.7176094,-2.414659,0.29741183,0.35727584,0.43739122,-1.5239255,-0.16306494,1.6668282,-2.066834,-0.1802893,0.23925516,-0.78807724,-1.3170089,0.45643052,0.6131804,1.0081102,0.23097073,-0.2795721,0.7208571,-2.6474986,-0.034297038,-0.20225628,0.90951496,2.3051753,-1.0200409,0.57060987,0.5840783,0.34158042,-0.1298201,1.304558,1.7366084,-1.2008038,-0.8619927,0.43484828,0.4917521,2.1352162,-0.04367835,-0.41135508,1.7493311,-1.7418462,0.2525928,1.0940691,-0.3859457,1.5411589,0.67913836,0.46931717,-1.4704834,1.1997405,-1.1871092,-0.44738925,-1.8701909,-0.778611,1.8828434,0.28297544,0.33506176,0.8043804,-1.9952075,-0.20076086,1.7358651,0.19263187,-0.54503065,-1.0905523,0.56616193,-1.6402111,-1.1813293,1.4670473,-0.8014627,1.2790586,1.380983,-0.13712804,-0.7301175,-1.1163585,-0.058210496,0.5245271,-1.4159287,-1.3179449,-1.1669658,-0.17901748,-2.0328176,0.2619339,-0.4068768,-0.13493085,0.073026575,1.0890374,-0.017110692,-1.009292,-0.5036271,-1.4885732,-1.6211364,2.000563,0.4604748,-0.6514805,1.3217908,-1.1235003,0.7370035,-0.5170748,0.36943784,-0.5339863,-1.5762928,1.3031895,-1.8054448,0.47671232,-1.2328975,0.26651138,1.4794456,-0.40772465,-0.18809147,-0.085910074,0.35263723,-1.7531693,-0.13132034,0.97339576,0.9062294,-0.5003389,1.4137453,1.1367363,0.231639,-0.2157579,-0.50033253,-0.6079586,1.181492,1.1744317,0.71211874,0.6906296,1.324053,-2.1473982,-0.590554,0.4449262,-1.6641842,1.5561075,-0.014752129,-1.1816609,0.6945997,-0.8150226,1.5069418,0.09166724,0.38733923,-1.0754979,1.3622777,-0.5035757,-0.12876357,-1.1014303,-0.25042534,-0.13379063,0.8739061,-1.6208873,-0.9442412,0.6286341,-0.9033915,-0.59673834,-0.85562557,-0.96701705,-0.90601444,0.8279996,-0.4849448,-1.6160557,0.61097,1.0086304,0.43564418,1.517263,-0.101736076,-0.96897495,0.650935,-0.062369887,-0.9834484,1.0456789,0.6857879,0.5370464,0.372193,2.1172996,0.93209195,-0.30419236,-0.28383335,-1.2529942,-0.1402864,-1.5635256,1.8674765,0.5875858,0.974627,-1.6394023,-0.46161425,-1.1618404,-0.72645295,2.2212813,0.683489,-0.65197694,1.647073,0.40060005,1.3861588,0.12524816,-1.6199764,0.24230492,-0.4468213,-1.5455866,0.08543433,-0.51232344,-0.617143,0.9559436,0.4820783,0.66334933,1.4116931,-0.2301162,-0.08843357,-0.17206895,1.1751355,-1.2302121,-0.52547735,-1.2458831,-1.4076931,-1.1728696,-1.4519765,-1.3102882,1.0352918,0.85709846,-0.6282616,0.9980159,0.4270712,-0.4117984,0.42638993,-0.91999835,0.98693955,1.2065234,-2.0100605,-1.0823842,0.86735094,-0.44984612,-0.7496555,-1.0407494,0.47171354,1.4450276,-1.6035671,0.7595093,-1.4079334,-0.24462552,1.163075,-2.0999174,0.068333454,0.04277052,-0.8643319,1.1115212,-0.9995721,0.4367117,-0.1430884,-0.49458593,0.05673201,-0.7849991,0.6878543,-1.5522977,-0.018820677,-0.5570114,1.2044871,0.43528533,-1.021225,1.0243638,-0.086971276,1.2991594,-1.5293702,1.070665,0.5596169,0.7106084,0.7245899,1.137687,-0.0685777,-0.58915603,0.70773894,-1.2293824,0.9923767,-1.1982284,-0.6504628,-0.098156705,-1.5454655,-0.12590325,-2.0256143,0.88151276,0.38318378,0.4511613,-0.64844143,-1.00017,-0.80609936,1.1184045,1.2057272,-0.7138234,0.46059546,-0.48275232,0.120021746,-0.34150448,-1.6096154,0.48803887,-1.7584279,0.8520521,-0.42594978,0.3561236,-0.7942634,0.85520434,-0.84751445,-1.2072897,0.3979482,-1.8138434,-0.6499533,0.2571077,0.07014747,0.2450082,-0.98335546,0.032013495,0.11249197,0.19119312,1.072114,2.557991,1.8439581,-0.4064846,0.8467225,-0.38135147,-1.7814715,0.48820418,1.628467,1.503486,-0.5411893,-2.3767686,-0.27031904,1.3597804,1.6358091,0.28963742,-0.09503168,-0.20214078,1.6918403,1.6357776,-1.2387894,1.2343966,0.29475158,-1.0083555,-0.05390201,-0.99480665,-0.96595424,-0.5509677,-0.6527259,-0.47536412,0.64745396,1.4219848,-2.302208,1.0281575,0.07680554,-1.1139661,1.240286,0.94267434,0.4303062,0.8503745,1.122491,0.069530554,0.3169031,1.2035377,0.91518474,-0.5392202,-0.051315166,-0.02957571,-0.9556741,0.5235249,0.2348038,-0.61904883,0.22509938,-0.18020251,-1.2805285,-0.22879119,1.2653135,-0.27346417,0.47536722,1.7666162,-0.21348909,-1.6189415,-0.5386256,-0.09144733,0.0012126794,0.27158582,-0.00932121,-0.2955709,2.6152136,0.93180156,1.2266308,1.5165924,-0.0031258345,1.097109,-1.7611196,-0.06980732,1.0736394,0.5688014,-0.033193454,-0.7088371,1.2479645,0.49123758,1.2415034,0.6188347,-0.3468287,-1.4901996,1.0360208,-0.0048423363,-0.3763154,-1.1290853,-0.97596335,0.12930341,0.09570877
FLASH_0127,0.31712553,0.14649232,-0.85216063,-0.13087063,-1.515769,-1.381784,0.4958809,-1.4523125,-1.6516787,0.26990965,-0.018341357,-0.609271,1.5926565,1.3150231,1.4613141,0.34274644,-1.1912208,-0.50484383,0.17466387,-0.5093698,0.36830056,-0.8369063,-0.9348945,0.48059607,-0.51704854,-1.5953709,-0.9145469,0.115023956,0.25413048,-0.38004756,0.25750336,0.480468,1.7469105,0.38228518,0.9339592,-1.1895219,0.6741004,0.84580094,-0.099541515,-0.39335123,-0.4224269,0.20564695,-0.18191275,0.106546216,0.59818745,-1.0467513,0.9902764,-1.47932,1.2537354,1.2677263,-1.0374967,0.68445176,-0.7642319,0.5994676,-0.35088292,-1.1472872,-2.046906,0.4943953,0.53842425,0.84018934,0.0746495,0.25288665,0.98203576,1.102812,0.008834383,-0.0062175635,0.9827646,-1.2274821,0.22000775,0.8281063,-0.5159948,1.4941825,-0.6772185,-1.6610796,-0.59249294,0.8768406,-0.12783785,-1.133066,-0.29383513,0.60879517,-0.28567913,-0.14906888,0.63927513,1.1994913,-0.2979664,-1.542181,1.5429974,0.96952933,-0.2922156,0.6169205,-0.6828634,0.021067569,1.7053409,-0.6892522,-0.96810853,-1.4436367,-0.59779906,0.86675626,-0.50861484,-0.8681894,0.3717356,1.6096197,1.0187433,-0.19852789,-0.39805433,-0.5206535,0.90753937,0.28742394,2.5499601,0.9195874,-0.39315775,0.6603213,0.8863749,0.7176094,-2.414659,0.29741183,0.35727584,0.43739122,-1.5239255,-0.16306494,1.6668282,-2.066834,-0.1802893,0.23925516,-0.78807724,-1.3170089,0.45643052,0.6131804,1.0081102,0.23097073,-0.2795721,0.7208571,-2.6474986,-0.034297038,-0.20225628,0.90951496,2.3051753,-1.0200409,0.57060987,0.5840783,0.34158042,-0.1298201,1.304558,1.7366084,-1.2008038,-0.8619927,0.43484828,0.4917521,2.1352162,-0.04367835,-0.41135508,1.7493311,-1.7418462,0.2525928,1.0940691,-0.3859457,1.5411589,0.67913836,0.46931717,-1.4704834,1.1997405,-1.1871092,-0.44738925,-1.8701909,-0.778611,1.8828434,0.28297544,0.33506176,0.8043804,-1.9952075,-0.20076086,1.7358651,0.19263187,-0.54503065,-1.0905523,0.56616193,-1.6402111,-1.1813293,1.4670473,-0.8014627,1.2790586,1.380983,-0.13712804,-0.7301175,-1.1163585,-0.058210496,0.5245271,-1.4159287,-1.3179449,-1.1669658,-0.17901748,-2.0328176,0.2619339,-0.4068768,-0.13493085,0.073026575,1.0890374,-0.017110692,-1.009292,-0.5036271,-1.4885732,-1.6211364,2.000563,0.4604748,-0.6514805,1.3217908,-1.1235003,0.7370035,-0.5170748,0.36943784,-0.5339863,-1.5762928,1.3031895,-1.8054448,0.47671232,-1.2328975,0.26651138,1.4794456,-0.40772465,-0.18809147,-0.085910074,0.35263723,-1.7531693,-0.13132034,0.97339576,0.9062294,-0.5003389,1.4137453,1.1367363,0.231639,-0.2157579,-0.50033253,-0.6079586,1.181492,1.1744317,0.71211874,0.6906296,1.324053,-2.1473982,-0.590554,0.4449262,-1.6641842,1.5561075,-0.014752129,-1.1816609,0.6945997,-0.8150226,1.5069418,0.09166724,0.38733923,-1.0754979,1.3622777,-0.5035757,-0.12876357,-1.1014303,-0.25042534,-0.13379063,0.8739061,-1.6208873,-0.9442412,0.6286341,-0.9033915,-0.59673834,-0.85562557,-0.96701705,-0.90601444,0.8279996,-0.4849448,-1.6160557,0.61097,1.0086304,0.43564418,1.517263,-0.101736076,-0.96897495,0.650935,-0.062369887,-0.9834484,1.0456789,0.6857879,0.5370464,0.372193,2.1172996,0.93209195,-0.30419236,-0.28383335,-1.2529942,-0.1402864,-1.5635256,1.8674765,0.5875858,0.974627,-1.6394023,-0.46161425,-1.1618404,-0.72645295,2.2212813,0.683489,-0.65197694,1.647073,0.40060005,1.3861588,0.12524816,-1.6199764,0.24230492,-0.4468213,-1.5455866,0.08543433,-0.51232344,-0.617143,0.9559436,0.4820783,0.66334933,1.4116931,-0.2301162,-0.08843357,-0.17206895,1.1751355,-1.2302121,-0.52547735,-1.2458831,-1.4076931,-1.1728696,-1.4519765,-1.3102882,1.0352918,0.85709846,-0.6282616,0.9980159,0.4270712,-0.4117984,0.42638993,-0.91999835,0.98693955,1.2065234,-2.0100605,-1.0823842,0.86735094,-0.44984612,-0.7496555,-1.0407494,0.47171354,1.4450276,-1.6035671,0.7595093,-1.4079334,-0.24462552,1.163075,-2.0999174,0.068333454,0.04277052,-0.8643319,1.1115212,-0.9995721,0.4367117,-0.1430884,-0.49458593,0.05673201,-0.7849991,0.6878543,-1.5522977,-0.018820677,-0.5570114,1.2044871,0.43528533,-1.021225,1.0243638,-0.086971276,1.2991594,-1.5293702,1.070665,0.5596169,0.7106084,0.7245899,1.137687,-0.0685777,-0.58915603,0.70773894,-1.2293824,0.9923767,-1.1982284,-0.6504628,-0.098156705,-1.5454655,-0.12590325,-2.0256143,0.88151276,0.38318378,0.4511613,-0.64844143,-1.00017,-0.80609936,1.1184045,1.2057272,-0.7138234,0.46059546,-0.48275232,0.120021746,-0.34150448,-1.6096154,0.48803887,-1.7584279,0.8520521,-0.42594978,0.3561236,-0.7942634,0.85520434,-0.84751445,-1.2072897,0.3979482,-1.8138434,-0.6499533,0.2571077,0.07014747,0.2450082,-0.98335546,0.032013495,0.11249197,0.19119312,1.072114,2.557991,1.8439581,-0.4064846,0.8467225,-0.38135147,-1.7814715,0.48820418,1.628467,1.503486,-0.5411893,-2.3767686,-0.27031904,1.3597804,1.6358091,0.28963742,-0.09503168,-0.20214078,1.6918403,1.6357776,-1.2387894,1.2343966,0.29475158,-1.0083555,-0.05390201,-0.99480665,-0.96595424,-0.5509677,-0.6527259,-0.47536412,0.64745396,1.4219848,-2.302208,1.0281575,0.07680554,-1.1139661,1.240286,0.94267434,0.4303062,0.8503745,1.122491,0.069530554,0.3169031,1.2035377,0.91518474,-0.5392202,-0.051315166,-0.02957571,-0.9556741,0.5235249,0.2348038,-0.61904883,0.22509938,-0.18020251,-1.2805285,-0.22879119,1.2653135,-0.27346417,0.47536722,1.7666162,-0.21348909,-1.6189415,-0.5386256,-0.09144733,0.0012126794,0.27158582,-0.00932121,-0.2955709,2.6152136,0.93180156,1.2266308,1.5165924,-0.0031258345,1.097109,-1.7611196,-0.06980732,1.0736394,0.5688014,-0.033193454,-0.7088371,1.2479645,0.49123758,1.2415034,0.6188347,-0.3468287,-1.4901996,1.0360208,-0.0048423363,-0.3763154,-1.1290853,-0.97596335,0.12930341,0.09570877
HEAT_0014,-1.5973331,-0.6997883,-0.4428607,-0.028832337,0.28675386,-0.35197583,-0.75962424,-0.6343492,-0.32139263,-0.07426347,-0.30792812,-0.31639117,2.4775715,-0.208943,0.11763267,-0.584689,0.64283997,1.54925,-1.3564284,0.53781074,-0.2648409,1.2935851,-0.103353575,0.90844023,0.19904655,0.7268486,-0.52357817,1.024736,-1.8717848,1.3375008,0.42932695,1.9110885,0.48078796,-2.0879602,0.77422494,1.715966,-0.27263114,0.041656412,0.045877244,0.5384759,0.9876988,0.45937195,-0.19795941,-0.81928384,0.48400527,2.6322017,-0.6709823,-0.96133804,0.616617,-0.9390746,1.6320857,-0.5589017,-0.23908097,-0.33182433,1.0906103,0.8877327,0.86157244,-0.98080295,0.3500616,-0.05370238,0.0683646,0.24618083,-0.12208733,0.08148909,1.3930295,0.07210054,-1.8201377,0.27742457,0.05883251,-0.8099687,1.9239991,-1.626498,0.5185091,0.4456125,0.55108726,1.9178674,-0.010996303,0.11351832,0.5042912,0.14189607,-0.5453683,0.26374352,-0.14729273,-0.78876334,1.7753792,0.2589916,-0.12869775,1.2859081,-0.2629255,0.90100545,2.1308622,-1.0878595,-0.774226,1.1028532,0.17010082,-0.66451436,-0.9113727,0.523688,-1.4168372,-0.7498538,-0.030319704,-1.6413394,-0.7130729,0.69412017,0.5968413,0.84633553,0.9211511,0.5624758,0.1864057,-1.5884231,-0.27765352,0.5873222,-1.1485217,-0.004376717,1.6755121,-1.9391102,0.035894252,-0.12838301,1.3925833,0.3880566,-0.40805534,0.5127149,0.1643931,-0.5905178,0.85320556,1.5919782,-0.34843275,-0.4484266,-1.1435388,-0.5637704,1.1644331,-0.29524678,1.153273,1.0253757,-1.4284301,-0.37360567,-0.88594127,0.2616086,-0.28210676,-1.0792242,0.04003424,-0.5219549,-0.40082112,0.7544305,-1.1190358,0.40859336,-0.3416574,-0.2104795,-0.521247,-0.7425214,1.2005745,-1.0580761,0.33371988,-0.045720663,-1.549209,-0.13298406,-2.0996964,-0.9258492,0.16964412,0.19367002,1.1876763,-0.7276426,0.28964946,0.17383187,0.3800943,-3.0119169,-0.52407634,-0.1726856,-0.08712417,0.115984656,-0.35041693,-0.21266973,1.5193721,1.2014052,1.6048273,-0.41354203,-0.76296985,-0.09095706,-0.15889274,1.0953317,-0.42569178,-0.8655269,-0.27447024,1.4029417,-0.87937415,1.1082722,-0.24322732,1.2825356,1.8717483,-0.36755642,0.9596236,-0.26186547,-0.6221672,-0.14641275,-0.2694104,0.7200636,-0.25158757,-1.0311083,-0.052566864,0.0032121742,2.513428,0.067706004,0.27955717,-3.3305414,-0.24933754,-2.6331668,0.741802,-1.6652768,0.69396687,-0.31039593,0.26230928,1.3222722,-1.4965405,1.3859453,0.05612941,1.0434539,0.103522286,-0.058036752,1.2232147,-0.4290591,1.2228688,0.48305866,0.553658,2.2054741,0.16642107,-0.46899912,0.43041903,-1.4621325,-0.15789644,-0.9078888,0.53134614,0.9103436,-0.05499329,0.0048713693,0.0086479,-0.11611058,0.7550501,-0.22525823,1.2102727,0.23662797,-0.7272758,-0.41034168,-1.6131858,-0.49330312,0.63933074,-0.08570396,2.1306162,-0.5433648,0.15090793,-0.4098017,0.12561879,0.2755038,1.3006486,-0.73869,-1.3693644,0.7187108,0.003991942,-1.8446561,0.5572656,0.27923322,0.59420043,0.726458,2.4650059,0.5556358,-1.2118715,-0.99857223,0.15692407,-0.36521426,2.3352537,-0.633363,-0.82512534,0.0011652227,-1.1158979,0.50888664,0.2746681,-1.6832793,-1.1860714,0.5831985,0.2962194,1.1873027,-0.34753802,0.2838918,0.55246776,-0.9924763,0.6426291,0.74139035,0.15483823,-1.2460214,-0.72164446,-1.4095544,0.36979225,-1.3228852,0.7005842,2.0522063,0.4717225,-0.38644993,-0.7295169,0.5539674,-0.2780044,0.1413239,-0.5773287,0.58847946,1.3711913,1.7639081,-0.44478512,0.7311273,0.8320071,0.724161,0.17469512,0.5783124,0.7703667,-0.11285007,-0.194871,-0.6841452,-2.02482,-0.4024108,-0.87062895,-1.6029447,-0.7350951,0.63916516,-0.6683459,0.7297029,-1.5028796,1.1745758,0.7738102,-0.17352161,-1.4048353,-0.3082973,0.8961281,-0.32682836,0.6797572,2.2868204,1.1209335,1.0220897,-0.03409189,0.56173366,-0.7490739,-0.73344153,0.05290172,1.3101128,0.31243074,-1.114494,-0.77932566,0.79308534,-0.8085125,-0.46198028,-0.030321317,-0.94778335,1.1331023,-1.0533992,-1.1203748,0.7111186,0.40944353,-1.202992,0.7569054,-1.758077,-0.175223,-0.90341735,1.1929452,-0.7800313,1.448671,-0.62465334,1.2693442,-2.0765572,-0.54931635,0.57194567,-0.22327954,-1.3429576,-1.952739,-0.53751993,-0.98282623,-1.1187648,-1.4462053,0.11922848,0.32901847,-0.4901126,-0.5015972,-0.38505352,0.96594846,0.1824112,-0.6325899,0.4365642,-0.53249687,0.8232222,-0.12475416,0.55270076,-2.4879901,-1.3238691,0.048784565,1.4765402,-0.024709333,0.7180444,-0.91253316,-1.234886,1.3366102,-1.4708902,0.81106377,-0.7101166,2.1139443,1.2317768,-0.5077596,-0.5008914,1.3497657,1.481752,-0.28227222,1.7178628,-0.75173503,-0.09398256,2.5231042,-0.7502788,1.633477,-0.08011998,-3.5820444,0.0009360781,1.3692616,0.17263827,-1.4310242,-0.89280814,0.89563596,-0.19140801,0.101008296,-1.2009163,1.2570335,0.102888204,0.13786191,1.5694517,0.5250839,-1.1252462,0.120865636,0.3319612,1.9378722,0.058212306,0.57525426,0.51939803,0.27512187,-1.1363785,-0.43648797,-1.3742067,-0.53259677,-1.3030417,-1.9708302,0.14288473,-0.78145075,0.2673126,-0.7518852,-1.2894183,2.522377,2.3626251,1.9315279,-0.15345098,-0.63886786,-0.23842856,0.33254984,-2.1564252,0.06511891,0.42370665,-0.56325346,-1.4909155,0.22641526,1.2656976,0.24584752,-1.6948241,1.4466718,0.8255036,0.6965162,-0.47107473,-0.54045415,1.2580823,1.0617528,-0.86357254,0.1543526,0.13392961,0.09012759,0.11389982,-1.1915151,-0.43738037,0.5802817,-0.58176243,-0.23390217,-1.5006845,-0.92067784,-1.4785987,-0.5547466,-0.1412784,0.00438746,-0.83698606,-1.3199359,-1.6542478,1.0606326,-1.0533817,-0.5609663,-0.33406192,-1.7335368,-0.044540532,0.510995,-0.6847826,-1.9184159,0.37499937,1.4322647,0.060603034,-0.028517608,0.9550843,0.7536155,1.0426011,-0.9744028,0.11194882,1.9625732,-1.0730482,0.669628,0.31147748,1.1183612,-0.75477153
